TIME (milliseconds), Temperature (temp units), Pressure (pressure units), X (x units), Y (y units), Z (z units) 
10374, 8777216, 6484224, 2068, 1989, 1995
10399, 8777472, 6485504, 2061, 1979, 1995
10425, 8776704, 6484224, 2063, 1990, 1993
10450, 8777472, 6484992, 2064, 1990, 1995
10475, 8776960, 6484736, 2064, 1992, 1990
10500, 8776960, 6484480, 2064, 1992, 1994
10525, 8776960, 6484992, 2065, 1990, 1990
10551, 8776448, 6484480, 2064, 1989, 2000
10576, 8776704, 6484992, 2066, 1990, 1997
10601, 8776448, 6484224, 2064, 1988, 1994
10626, 8776448, 6484224, 2065, 1992, 1993
10652, 8776192, 6484480, 2066, 1995, 1998
10677, 8775936, 6484224, 2064, 1993, 1999
10702, 8776192, 6484480, 2062, 1991, 1997
10727, 8776448, 6483968, 2060, 1992, 2000
10752, 8775936, 6484992, 2062, 1991, 1995
10777, 8776192, 6484480, 2061, 1993, 1989
10802, 8775936, 6484480, 2064, 2003, 1997
10827, 8775936, 6483968, 2064, 2000, 2000
10852, 8776448, 6484480, 2064, 1999, 1998
10877, 8776192, 6484224, 2058, 1997, 1999
10902, 8775424, 6484480, 2064, 1987, 1994
10927, 8775936, 6484224, 2062, 1989, 1996
10953, 8776448, 6483712, 2062, 2000, 1986
10978, 8775680, 6484224, 2066, 2011, 1988
11002, 8775936, 6484224, 2064, 2003, 1993
11027, 8775936, 6484480, 2062, 1995, 1998
11052, 8775680, 6484224, 2064, 1995, 1997
11077, 8775424, 6484224, 2064, 1997, 1993
11102, 8775424, 6484480, 2066, 2001, 1990
11128, 8775424, 6484480, 2062, 2000, 1991
11153, 8775168, 6484736, 2062, 2001, 1997
11178, 8774912, 6484480, 2067, 2003, 2003
11202, 8775424, 6483968, 2066, 2004, 2000
11227, 8775168, 6483712, 2061, 1999, 1998
11253, 8774912, 6483712, 2062, 1995, 1998
11279, 8774912, 6484224, 2064, 1996, 2000
11304, 8775168, 6483968, 2068, 1995, 1995
11329, 8775424, 6484480, 2064, 2001, 1992
11354, 8774912, 6483712, 2063, 1998, 1988
11379, 8775168, 6483456, 2064, 2002, 1987
11405, 8774912, 6484224, 2060, 2005, 1992
11430, 8774912, 6483712, 2058, 2005, 2004
11455, 8774656, 6483456, 2059, 2003, 2001
11480, 8774656, 6484224, 2058, 1995, 1992
11505, 8774912, 6483712, 2060, 1990, 1990
11531, 8774912, 6483456, 2059, 1989, 2001
11556, 8774656, 6483712, 2056, 1993, 2023
11582, 8774656, 6483712, 2063, 1993, 2028
11607, 8774912, 6484224, 2060, 1998, 2021
11632, 8775936, 6484736, 2057, 2002, 2026
11657, 8776192, 6485504, 2065, 1997, 2031
11682, 8775936, 6485760, 2064, 2001, 2028
11708, 8776448, 6485504, 2057, 2008, 2025
11733, 8776704, 6486016, 2055, 2009, 2020
11758, 8776960, 6486272, 2060, 2004, 2027
11783, 8777216, 6486784, 2054, 2000, 2032
11810, 8777984, 6486784, 2059, 2009, 2020
11835, 8779008, 6488064, 2060, 1998, 2016
11861, 8779264, 6487296, 2063, 1997, 2018
11907, 8779776, 6486528, 2055, 1989, 2024
11934, 8780032, 6488064, 2057, 1991, 2023
11959, 8780544, 6487296, 2058, 1986, 2027
11984, 8781056, 6487808, 2059, 1985, 2024
12009, 8781824, 6487552, 2058, 1995, 2024
12034, 8782080, 6488320, 2056, 1990, 2021
12058, 8782592, 6488320, 2057, 1995, 2031
12083, 8783360, 6488832, 2053, 1980, 2022
12108, 8783616, 6488576, 2051, 1975, 2024
12133, 8784128, 6488576, 2056, 1968, 2027
12158, 8784640, 6489344, 2052, 1969, 2035
12184, 8784896, 6488832, 2051, 1931, 2030
12209, 8785920, 6489344, 2051, 1967, 2023
12234, 8785920, 6490368, 2051, 1967, 2035
12258, 8786432, 6489600, 2054, 1972, 2033
12283, 8787200, 6490112, 2054, 1975, 2028
12308, 8787712, 6490368, 2055, 1972, 2031
12333, 8787968, 6490624, 2055, 1970, 2032
12358, 8788480, 6490624, 2051, 1972, 2033
12383, 8788224, 6491136, 2050, 1977, 2037
12408, 8788992, 6491136, 2059, 1976, 2029
12432, 8789504, 6490880, 2055, 1969, 2018
12457, 8790016, 6491648, 2051, 1975, 2023
12483, 8790016, 6491392, 2050, 1970, 2027
12508, 8790272, 6492416, 2050, 1970, 2033
12533, 8790784, 6491648, 2050, 1972, 2035
12558, 8790784, 6491904, 2052, 1979, 2035
12583, 8791040, 6490624, 2056, 1975, 2027
12608, 8790528, 6491136, 2053, 1973, 2034
12632, 8790528, 6490624, 2052, 1975, 2032
12657, 8790528, 6490112, 2051, 1974, 2029
12682, 8790784, 6490624, 2053, 1979, 2030
12707, 8790016, 6489856, 2051, 1981, 2033
12732, 8790272, 6490112, 2053, 1980, 2033
12757, 8789248, 6490112, 2055, 1989, 2032
12782, 8789504, 6490368, 2057, 1998, 2031
12807, 8789248, 6490624, 2049, 2006, 2023
12832, 8788480, 6489856, 2056, 2005, 2019
12857, 8788480, 6489856, 2059, 2003, 2014
12882, 8788736, 6490624, 2057, 2007, 2018
12907, 8787712, 6488832, 2064, 2022, 2012
12932, 8786944, 6488832, 2060, 2026, 2003
12956, 8787200, 6489088, 2054, 2029, 2000
12981, 8786688, 6489088, 2056, 2027, 1994
13006, 8787456, 6490112, 2054, 2032, 1998
13031, 8786688, 6489600, 2057, 2026, 2002
13056, 8786688, 6489856, 2060, 2024, 2000
13081, 8786944, 6490880, 2061, 2029, 2024
13106, 8786688, 6490880, 2067, 2022, 2003
13131, 8786688, 6489856, 2066, 2023, 2008
13155, 8786944, 6490112, 2064, 2017, 2000
13180, 8786432, 6490112, 2062, 2011, 1999
13205, 8787200, 6489088, 2061, 2005, 2004
13230, 8787200, 6490624, 2061, 1998, 2008
13254, 8786432, 6489856, 2069, 1987, 1990
13279, 8786688, 6489600, 2061, 2001, 2012
13304, 8786432, 6489600, 2063, 1997, 2009
13328, 8786688, 6489600, 2064, 1993, 2015
13353, 8786944, 6489600, 2065, 1991, 2016
13379, 8786688, 6488832, 2067, 1983, 2010
13403, 8786432, 6489344, 2059, 1987, 2010
13428, 8786688, 6488576, 2057, 1977, 2003
13453, 8785920, 6488320, 2057, 1988, 2007
13477, 8785920, 6488832, 2061, 1989, 2009
13502, 8785920, 6488576, 2061, 1989, 2002
13527, 8785920, 6488064, 2059, 1988, 2004
13551, 8785408, 6487552, 2058, 1991, 2000
13576, 8785152, 6487808, 2058, 1992, 2000
13601, 8784640, 6487808, 2059, 1993, 1993
13626, 8784128, 6487808, 2061, 1995, 2000
13650, 8783872, 6487552, 2063, 1996, 1997
13668, 8783872, 6487552, 2062, 1996, 1995
13693, 8783616, 6487040, 2061, 1995, 1989
13718, 8782848, 6487296, 2061, 1990, 1985
13743, 8782592, 6487808, 2066, 1989, 1982
13768, 8782080, 6487040, 2065, 1990, 1988
13793, 8782080, 6486784, 2068, 1990, 1988
13818, 8782848, 6486784, 2072, 1991, 1985
13843, 8781568, 6486784, 2067, 1989, 1985
13868, 8781824, 6487040, 2064, 1989, 1987
13892, 8782080, 6486528, 2066, 1991, 1994
13917, 8781824, 6486784, 2067, 1989, 1991
13943, 8781312, 6486016, 2064, 1991, 1992
13968, 8781312, 6486784, 2065, 1991, 1987
13993, 8781568, 6486784, 2063, 1991, 1994
14018, 8781312, 6487040, 2064, 1991, 1999
14042, 8781056, 6486528, 2064, 1990, 1995
14067, 8781568, 6486528, 2064, 1990, 1995
14092, 8781056, 6486784, 2062, 1990, 1994
14117, 8781056, 6486016, 2059, 1989, 1995
14142, 8780800, 6485504, 2061, 1990, 1993
14167, 8780544, 6486016, 2058, 1988, 1995
14192, 8780288, 6485760, 2059, 1988, 1996
14217, 8780544, 6486016, 2061, 1987, 1991
14242, 8780544, 6486272, 2272, 2025, 1927
14267, 8780032, 6485760, 2060, 1969, 1992
14292, 8780032, 6485760, 2073, 1996, 1992
14317, 8779776, 6485248, 2065, 1988, 1994
14342, 8779264, 6485760, 2066, 1989, 1989
14367, 8779520, 6484992, 2067, 2005, 1989
14392, 8779264, 6486528, 2061, 1992, 1987
14417, 8779008, 6486016, 2065, 1990, 1980
14442, 8779520, 6484992, 2205, 1983, 2017
14467, 8779264, 6484992, 2064, 1983, 2015
14492, 8778752, 6485248, 2059, 1968, 2015
14517, 8778752, 6485248, 2067, 1961, 2010
14543, 8778240, 6485248, 2043, 2006, 1998
14568, 8777472, 6484736, 2061, 2000, 1972
14593, 8777728, 6484992, 2044, 1954, 2012
14618, 8777984, 6484992, 2052, 2008, 2018
14643, 8777984, 6484480, 2059, 2001, 1963
14668, 8777472, 6484480, 2051, 1946, 1998
14692, 8777728, 6484736, 2055, 2003, 2014
14717, 8777216, 6484992, 2061, 1986, 1985
14742, 8777216, 6484992, 2064, 1994, 2001
14767, 8777216, 6484224, 2064, 1977, 1995
14792, 8776704, 6484736, 2063, 1994, 1999
14817, 8777472, 6484736, 2063, 1984, 1992
14843, 8776704, 6484992, 2066, 1991, 1986
14868, 8777216, 6484224, 2062, 1982, 1993
14893, 8776960, 6483968, 2063, 1987, 2000
14920, 8776960, 6484992, 2065, 1988, 1989
14945, 8776960, 6484224, 2064, 1986, 1993
14970, 8776704, 6483968, 2065, 1987, 1991
14995, 8776704, 6483712, 2067, 1991, 1984
15020, 8776704, 6483968, 2073, 1977, 1974
15045, 8776960, 6484224, 2091, 1983, 1992
15070, 8776448, 6483968, 2091, 1986, 2003
15095, 8776448, 6484224, 2083, 1983, 1997
15120, 8776448, 6484480, 2072, 1987, 2000
15146, 8776192, 6483712, 2059, 1989, 2002
15171, 8776704, 6484736, 2046, 1983, 2000
15196, 8776192, 6484480, 2032, 1980, 2002
15221, 8776192, 6484736, 2048, 1983, 2013
15246, 8776192, 6484736, 2045, 1986, 2013
15271, 8776192, 6485248, 2052, 1994, 2012
15296, 8775936, 6485248, 2050, 2002, 2013
15321, 8775680, 6484992, 2052, 2008, 2014
15346, 8775168, 6484992, 2060, 2025, 2019
15371, 8775168, 6484992, 2064, 2035, 2022
15396, 8775168, 6484224, 2057, 2032, 2014
15421, 8775424, 6484992, 2051, 2025, 2009
15447, 8775424, 6484480, 2049, 2026, 2015
15471, 8775680, 6483968, 2047, 2023, 2011
15496, 8775680, 6484480, 2048, 2019, 2011
15521, 8775936, 6484736, 2045, 2017, 2003
15545, 8775424, 6484224, 2047, 2023, 2003
15570, 8775424, 6484736, 2046, 2028, 2006
15595, 8775680, 6483968, 2050, 2028, 2013
15620, 8775424, 6483712, 2051, 2021, 2009
15645, 8775168, 6483456, 2055, 2019, 1989
15670, 8775168, 6483712, 2064, 2014, 1986
15695, 8775424, 6483712, 2067, 2015, 1994
15720, 8774656, 6483968, 2064, 2016, 2001
15765, 8774656, 6483712, 2055, 1943, 1975
15811, 8774656, 6482944, 2060, 2012, 1998
15850, 8774656, 6483456, 2059, 2018, 2002
15890, 8774144, 6483200, 2060, 2021, 2003
15929, 8774656, 6483200, 2062, 2027, 2011
15968, 8774400, 6483968, 2107, 2089, 2007
16007, 8774144, 6483712, 2059, 2035, 2011
16046, 8774144, 6482432, 2069, 2014, 1994
16086, 8774656, 6482688, 2075, 2019, 2007
16125, 8774144, 6481920, 2068, 1979, 2000
16164, 8773888, 6481920, 2052, 2024, 2027
16203, 8774144, 6481920, 2042, 2095, 2003
16244, 8773888, 6483200, 2051, 1988, 2028
16283, 8773632, 6482944, 2056, 2023, 2017
16322, 8774144, 6482944, 2057, 2020, 2012
16362, 8773888, 6481920, 2053, 2026, 2017
16401, 8774144, 6481664, 2060, 2017, 2020
16440, 8774144, 6481664, 2055, 2011, 2016
16479, 8773888, 6481920, 2055, 2012, 2006
16519, 8774144, 6482688, 2062, 2035, 2006
16558, 8774656, 6482688, 2057, 2009, 2003
16597, 8774400, 6482688, 2043, 1983, 2035
16636, 8774144, 6482176, 2057, 2030, 2029
16676, 8774400, 6482432, 2044, 2031, 2000
16716, 8774912, 6482432, 2064, 2054, 2009
16755, 8774400, 6482688, 2041, 2047, 2007
16795, 8774656, 6482432, 2051, 2037, 2005
16834, 8774400, 6483200, 2049, 2044, 2009
16874, 8774656, 6482176, 2050, 2031, 2007
16913, 8774912, 6482432, 2052, 2062, 2027
16953, 8774912, 6482944, 2056, 2020, 2007
16992, 8774656, 6483200, 2051, 2018, 2003
17032, 8774912, 6482176, 2087, 2043, 2003
17071, 8774656, 6482688, 2031, 1974, 2009
17110, 8774912, 6483200, 2087, 1963, 2016
17150, 8774912, 6483712, 2060, 2050, 2042
17190, 8775168, 6482944, 2047, 2078, 2037
17229, 8774912, 6483200, 2064, 2074, 1963
17269, 8774656, 6482688, 2059, 2024, 1991
17308, 8774912, 6482432, 2055, 2032, 2009
17347, 8775168, 6482688, 2053, 2025, 2013
17387, 8774912, 6482688, 2047, 2018, 2021
17426, 8774912, 6482176, 2052, 2019, 2015
17466, 8775680, 6482688, 2047, 2015, 2003
17505, 8775168, 6482688, 2077, 2019, 2039
17545, 8775424, 6482944, 2074, 2011, 2034
17584, 8775168, 6482176, 2045, 1995, 2000
17624, 8775680, 6483200, 2050, 2006, 2025
17664, 8775680, 6483456, 2063, 2031, 2008
17703, 8775680, 6482688, 2065, 2006, 1998
17743, 8775680, 6482944, 2068, 2045, 2024
17782, 8775936, 6483456, 2053, 2044, 2006
17821, 8775424, 6483712, 2055, 2025, 1983
17860, 8775680, 6482944, 2064, 2036, 1999
17900, 8775680, 6483456, 2072, 2027, 2013
17939, 8776192, 6483200, 2052, 1998, 2032
17979, 8775936, 6483200, 2059, 2008, 2004
18018, 8775936, 6482176, 2050, 2000, 2005
18058, 8775936, 6482688, 2057, 1995, 2014
18098, 8775936, 6483200, 2055, 1991, 2006
18137, 8775680, 6483200, 2024, 1994, 2032
18177, 8775680, 6482944, 2044, 1997, 2005
18216, 8776192, 6483200, 2057, 1968, 1957
18256, 8775424, 6483712, 2056, 1981, 2026
18295, 8775680, 6482432, 2076, 2047, 2039
18335, 8775680, 6483456, 2050, 2022, 2006
18374, 8775424, 6483200, 2074, 2024, 2021
18413, 8775424, 6482944, 2080, 2004, 2008
18453, 8776192, 6482688, 2051, 1998, 2012
18492, 8775424, 6482944, 2065, 2000, 2001
18532, 8775424, 6482176, 2062, 1994, 1990
18572, 8775680, 6482944, 2049, 2013, 1975
18611, 8775424, 6482432, 2029, 1959, 2007
18651, 8775680, 6482688, 2071, 1990, 2027
18690, 8775168, 6482944, 2066, 2016, 2017
18730, 8775424, 6482688, 2032, 2026, 1990
18769, 8775424, 6482176, 2061, 1998, 1998
18809, 8775168, 6482944, 2059, 2000, 2012
18848, 8774656, 6481920, 2068, 2007, 2034
18887, 8775168, 6482176, 2056, 1998, 2002
18927, 8775168, 6482176, 2041, 2001, 2014
18966, 8774912, 6482176, 2054, 1972, 2022
19006, 8775168, 6482688, 2085, 1988, 2021
19046, 8775168, 6482688, 2065, 2039, 1975
19085, 8774912, 6482176, 2050, 2003, 2017
19124, 8775168, 6482944, 2060, 2002, 2001
19166, 8775424, 6481920, 2055, 1999, 2003
19205, 8775168, 6482688, 2069, 2013, 2020
19244, 8775424, 6482688, 2059, 2018, 1988
19284, 8775680, 6482688, 2053, 1963, 1997
19323, 8774912, 6482688, 2050, 1969, 2052
19362, 8775936, 6482688, 2067, 2045, 2000
19401, 8775168, 6482688, 2060, 2003, 1987
19441, 8775424, 6482176, 2067, 1991, 2007
19480, 8774912, 6482688, 2064, 1990, 2009
19520, 8774912, 6482688, 2071, 1988, 2023
19559, 8775168, 6482432, 2063, 2012, 2025
19599, 8774656, 6482688, 2066, 1994, 2003
19638, 8774656, 6481920, 2073, 1991, 2020
19677, 8774400, 6482432, 2064, 1996, 2018
19716, 8774400, 6482432, 2058, 1980, 2001
19756, 8774400, 6482432, 2053, 1979, 1961
19795, 8774144, 6482688, 2058, 1981, 2019
19834, 8773632, 6482432, 2062, 1981, 1997
19874, 8774144, 6481664, 2064, 2009, 1982
19913, 8773632, 6481408, 2066, 2004, 1959
19952, 8773888, 6481664, 2049, 1978, 1955
19992, 8774144, 6482176, 2023, 1951, 1989
20032, 8773632, 6480896, 2095, 2039, 2047
20071, 8773376, 6481920, 2035, 1994, 2007
20111, 8773888, 6481408, 2077, 2000, 1986
20150, 8773632, 6481920, 2064, 2014, 1992
20189, 8774144, 6481920, 2067, 2008, 2006
20229, 8774144, 6481920, 2068, 2009, 2011
20268, 8773888, 6481408, 2057, 2016, 2013
20308, 8773888, 6481920, 2041, 1991, 2048
20347, 8774400, 6482432, 2025, 1987, 1982
20387, 8773632, 6482176, 2077, 1960, 1946
20426, 8773888, 6482176, 2074, 1952, 1960
20466, 8773888, 6481664, 2039, 2003, 2106
20506, 8773888, 6481408, 2074, 2051, 2011
20545, 8773888, 6481920, 2070, 2004, 1988
20585, 8773376, 6481920, 2047, 2033, 1961
20624, 8773376, 6481408, 2070, 2031, 2059
20664, 8773120, 6481408, 2059, 2021, 2006
20703, 8772864, 6481664, 2057, 2023, 2012
20743, 8773120, 6481408, 2064, 2020, 2003
20782, 8772608, 6482176, 2052, 2008, 1999
20822, 8773120, 6481408, 2047, 2006, 2003
20861, 8772864, 6481152, 2072, 1992, 1980
20900, 8772864, 6481408, 2087, 1985, 1951
20941, 8772864, 6481664, 2055, 1949, 2051
20980, 8772608, 6481152, 2042, 2037, 1993
21020, 8772864, 6481408, 2048, 2013, 2002
21059, 8772352, 6481664, 2059, 2002, 2002
21098, 8772352, 6481408, 2068, 1995, 1998
21138, 8772608, 6481408, 2096, 1956, 2010
21177, 8772352, 6480896, 2064, 1984, 1972
21217, 8772608, 6481152, 2071, 1983, 1986
21256, 8773120, 6481664, 2089, 1998, 1974
21296, 8772608, 6481408, 2069, 2003, 1982
21335, 8772864, 6481408, 2059, 1969, 2003
21375, 8772864, 6480384, 2054, 1985, 2041
21415, 8772864, 6480896, 2056, 1980, 2019
21454, 8772864, 6481664, 2051, 1973, 2028
21494, 8773120, 6481408, 2059, 1980, 2004
21533, 8773120, 6481408, 2058, 1962, 2015
21573, 8773120, 6481408, 2063, 1974, 2024
21612, 8772864, 6480896, 2064, 1977, 2024
21652, 8773120, 6481408, 2060, 1976, 2024
21691, 8772864, 6481664, 2059, 1971, 2019
21730, 8772864, 6480896, 2065, 1968, 2019
21770, 8773120, 6481664, 2052, 1991, 2032
21809, 8773120, 6481152, 2059, 1981, 2023
21849, 8772608, 6481152, 2056, 1980, 2013
21889, 8772864, 6481152, 2051, 1983, 2005
21928, 8772864, 6480896, 2074, 1989, 2035
21968, 8772864, 6480640, 2052, 2006, 1996
22007, 8772608, 6480384, 2038, 1992, 2006
22047, 8772352, 6480896, 2089, 1958, 1965
22086, 8772608, 6481664, 2039, 1957, 1965
22126, 8772096, 6480896, 2049, 1979, 1994
22165, 8771840, 6480384, 2064, 1905, 1959
22205, 8771840, 6480896, 2062, 1919, 1979
22244, 8771584, 6480640, 2051, 1941, 1984
22284, 8771584, 6480896, 2060, 1939, 1973
22323, 8771328, 6480384, 2054, 1952, 1952
22363, 8771328, 6481152, 2086, 1959, 1959
22403, 8771072, 6480384, 2070, 1991, 1939
22442, 8771328, 6479616, 2040, 1996, 1968
22482, 8771072, 6481152, 2028, 1991, 1983
22521, 8771328, 6480384, 2060, 1987, 2011
22561, 8771584, 6480384, 2033, 1929, 1935
22600, 8771328, 6481408, 2048, 1946, 1979
22640, 8771584, 6480640, 2067, 1959, 1937
22679, 8771328, 6480896, 2058, 2018, 1957
22718, 8771584, 6480640, 2034, 2019, 1964
22758, 8772096, 6480128, 2050, 2096, 1915
22798, 8771840, 6480384, 2083, 2043, 1948
22837, 8771840, 6480640, 2056, 2019, 1949
22876, 8772096, 6480640, 2056, 2033, 1945
22916, 8772096, 6480640, 2064, 2037, 1963
22955, 8772096, 6480896, 2053, 2114, 1940
22994, 8772096, 6480896, 2044, 2027, 2005
23034, 8771840, 6480640, 2038, 2032, 2023
23073, 8772352, 6480896, 2037, 2005, 2010
23112, 8772864, 6480640, 2054, 1993, 2000
23152, 8772352, 6480384, 2048, 2003, 1991
23191, 8772096, 6480896, 2058, 2012, 1975
23230, 8772352, 6480640, 2096, 2100, 1973
23270, 8772608, 6480384, 1992, 1999, 2061
23309, 8772608, 6480896, 2071, 1982, 1971
23349, 8772608, 6480640, 1968, 2016, 2120
23388, 8772608, 6481408, 2057, 2024, 2044
23427, 8772864, 6480896, 2049, 2017, 2042
23467, 8772608, 6481664, 2041, 2003, 2038
23506, 8772864, 6480896, 2048, 1996, 2021
23545, 8772608, 6481408, 2046, 1996, 2030
23584, 8772864, 6481152, 2052, 1986, 2029
23624, 8772864, 6481152, 2039, 1967, 2081
23663, 8773120, 6480128, 2042, 1994, 2074
23702, 8772608, 6481152, 2047, 1985, 2038
23742, 8772608, 6480896, 2067, 1964, 2049
23782, 8772864, 6481152, 2062, 1986, 2041
23821, 8772096, 6480896, 2040, 1980, 2053
23861, 8772608, 6481408, 2037, 1948, 2046
23900, 8772864, 6481152, 2039, 1944, 2025
23942, 8772608, 6481152, 2038, 1959, 2010
23981, 8771840, 6480640, 2053, 1971, 2025
24021, 8771584, 6480384, 2055, 1970, 2105
24060, 8770816, 6479872, 2032, 1951, 1979
24100, 8770560, 6479616, 2057, 2011, 2000
24139, 8770048, 6479616, 2027, 2001, 1988
24179, 8769536, 6479616, 2041, 1982, 1974
24219, 8769792, 6479872, 2055, 1793, 1946
24258, 8769536, 6479104, 2070, 1947, 1985
24298, 8769536, 6479360, 2040, 1938, 1986
24337, 8770048, 6479872, 2043, 1937, 1976
24377, 8770048, 6479104, 2052, 1919, 1972
24416, 8770048, 6480128, 2059, 1935, 1959
24456, 8769792, 6479616, 2040, 1954, 1954
24495, 8769792, 6479872, 2044, 1928, 1967
24535, 8770048, 6479872, 2029, 1964, 1933
24574, 8770304, 6480384, 2036, 1974, 1943
24614, 8770304, 6480128, 2035, 1977, 1957
24653, 8770816, 6479872, 2041, 1955, 1964
24693, 8770560, 6480128, 2051, 1913, 1928
24733, 8770816, 6480384, 2033, 1951, 1976
24772, 8771072, 6479616, 2030, 2005, 1944
24812, 8770560, 6480384, 2055, 1965, 1954
24851, 8770560, 6480384, 2034, 1983, 1954
24891, 8771584, 6480128, 2039, 2004, 1939
24930, 8771072, 6480640, 2039, 2000, 1930
24970, 8771328, 6480128, 2050, 1997, 1938
25009, 8771328, 6481152, 2063, 1984, 1942
25049, 8771072, 6480640, 2055, 1971, 1938
25088, 8771072, 6480384, 2032, 1988, 1973
25128, 8771328, 6480128, 2051, 2045, 1891
25168, 8771328, 6480640, 2032, 1980, 1876
25207, 8771840, 6480640, 2046, 1966, 1976
25247, 8772096, 6480640, 2033, 1929, 1952
25286, 8771328, 6480128, 2048, 1907, 1929
25326, 8771584, 6480640, 2031, 1960, 1960
25365, 8771840, 6480384, 2041, 1925, 1942
25405, 8771328, 6480128, 2038, 1968, 1968
25444, 8771328, 6480896, 2044, 1941, 1980
25484, 8771840, 6479872, 2043, 1972, 1987
25523, 8772096, 6480896, 2039, 1931, 1981
25563, 8771840, 6480640, 2044, 1945, 1979
25602, 8771840, 6480896, 2037, 1954, 2006
25642, 8771840, 6480384, 2031, 1951, 2013
25682, 8771840, 6480640, 2045, 1940, 1997
25721, 8772352, 6479616, 2039, 1928, 1995
25761, 8771328, 6480384, 2031, 1928, 2019
25800, 8771840, 6480640, 2064, 1932, 1986
25840, 8772096, 6481152, 2054, 1927, 2001
25879, 8772096, 6480384, 2050, 1938, 2006
25919, 8771840, 6480896, 2049, 1952, 1990
25958, 8771840, 6479872, 2039, 1936, 2006
25998, 8771584, 6480128, 2049, 1933, 2008
26037, 8772096, 6480640, 2055, 1956, 2001
26077, 8772096, 6481152, 2046, 1946, 2012
26117, 8772352, 6480128, 2051, 1948, 2015
26156, 8772352, 6480640, 2044, 1952, 2014
26196, 8771840, 6480896, 2048, 1939, 2008
26235, 8772096, 6481408, 2048, 1956, 2018
26275, 8772352, 6480128, 2058, 1947, 2008
26314, 8772096, 6480384, 2047, 1951, 2019
26354, 8772352, 6480640, 2040, 1960, 2025
26393, 8772352, 6480384, 2054, 1969, 2017
26433, 8772096, 6481152, 2050, 1963, 2022
26472, 8772352, 6480896, 2034, 1962, 2049
26512, 8772352, 6480384, 2042, 1952, 2024
26551, 8771840, 6481408, 2050, 1963, 2011
26591, 8772352, 6480384, 2056, 1964, 2021
26631, 8772096, 6480640, 2055, 1954, 2029
26670, 8772096, 6480384, 2037, 1968, 2039
26709, 8772096, 6480384, 2042, 1955, 2032
26748, 8772096, 6481152, 2049, 1929, 2031
26788, 8772608, 6480640, 2052, 1963, 2034
26827, 8772608, 6480640, 2046, 1962, 2035
26866, 8772864, 6480640, 2051, 1966, 2028
26906, 8772352, 6480640, 2040, 1962, 2030
26945, 8772096, 6480384, 2048, 1945, 2025
26984, 8772352, 6481152, 2047, 1948, 2026
27024, 8772096, 6481408, 2049, 1951, 2021
27064, 8772352, 6480896, 2054, 1946, 2021
27103, 8772096, 6480640, 2053, 1938, 2013
27142, 8772352, 6480640, 2033, 1995, 2043
27182, 8772352, 6481152, 2076, 1935, 2007
27221, 8771840, 6480896, 2049, 1948, 2037
27260, 8772096, 6480640, 2041, 1975, 2012
27300, 8770816, 6480896, 2062, 1987, 2050
27339, 8769792, 6480128, 2030, 1974, 2018
27378, 8769024, 6479616, 2051, 1928, 2031
27417, 8768000, 6478592, 2036, 1991, 2019
27457, 8767744, 6478336, 2078, 1975, 2047
27496, 8767232, 6479104, 2053, 1968, 2045
27536, 8767232, 6478592, 2049, 1980, 2024
27576, 8767232, 6478848, 2047, 1988, 2033
27615, 8767232, 6478080, 2065, 1995, 2009
27655, 8767232, 6477824, 2056, 1974, 2023
27694, 8766976, 6478336, 2055, 1986, 2023
27734, 8767744, 6477568, 2049, 1997, 2034
27773, 8767232, 6478336, 2059, 1966, 2032
27813, 8767744, 6478336, 2054, 2002, 2021
27852, 8768000, 6478592, 2052, 2014, 2009
27892, 8767744, 6478848, 2061, 1996, 2027
27931, 8768256, 6478848, 2058, 1995, 2040
